Title,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri
Gochuumon wa Usagi Desu ka??,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,0.408248290463863,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0
Douluo Dalu 2nd Season,0.408248290463863,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0
Detective Conan Movie 12: Full Score of Fear,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Detective Conan Movie 09: Strategy Above the Depths,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
City Hunter 3,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Break Blade 4: Sanka no Chi,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Wotaku ni Koi wa Muzukashii: Youth,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
The Everlasting Guilty Crown,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasogare Otome x Amnesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0.408248290463863,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0,0.408248290463863,0,0,0,0
Saint Seiya,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Overlord II,0.408248290463863,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0
Neko no Ongaeshi,0,0.577350269189626,0,0,0,0,0.577350269189626,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Musekinin Kanchou Tylor,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0
Love Live! School Idol Project 2nd Season,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Little Witch Academia,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuroshitsuji,0.377964473009227,0,0,0.377964473009227,0,0.377964473009227,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0.377964473009227,0,0,0,0
InuYasha (TV),0.316227766016838,0.316227766016838,0,0.316227766016838,0,0.316227766016838,0,0,0.316227766016838,0,0,0,0.316227766016838,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0.316227766016838,0,0,0,0
Danshi Koukousei no Nichijou Specials,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
Colorful (Movie),0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0.577350269189626,0,0,0,0
Bishoujo Senshi Sailor Moon S,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Baby Steps,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Yuusha-Ou GaoGaiGar,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Vampire Hunter D (2000),0.377964473009227,0,0,0,0,0,0.377964473009227,0,0.377964473009227,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0
Top wo Nerae! Gunbuster,0.353553390593274,0,0,0.353553390593274,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0.353553390593274,0,0,0,0,0,0,0,0,0.353553390593274,0,0,0,0.353553390593274,0,0,0.353553390593274,0,0,0,0,0,0,0
Seitokai Yakuindomo Movie,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
Maria-sama ga Miteru 3rd,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0
Magic Kaito,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Hoozuki no Reitetsu 2nd Season,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0
Hibike! Euphonium Movie 3: Chikai no Finale,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hataraku Maou-sama!,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0
Haikyuu!! Movie 4: Concept no Tatakai,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0,0
Detective Conan Movie 08: Time Travel of the Silver Sky,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Detective Conan Movie 07: Crossroad in the Ancient Capital,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Yuru Yuri Nachuyachumi!,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Uchouten Kazoku,0,0,0,0.447213595499958,0,0.447213595499958,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0
Working'!!,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Tokyo Ghoul,0.377964473009227,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0.377964473009227,0,0,0.377964473009227,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0
Seihou Bukyou Outlaw Star,0.447213595499958,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0
Saiyuuki Gaiden,0.5,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planetarian: Hoshi no Hito,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naruto,0.408248290463863,0.408248290463863,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0
Mobile Suit Gundam Thunderbolt: December Sky,0.408248290463863,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.408248290463863,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0
Magi: Sinbad no Bouken,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Gake no Ue no Ponyo,0,0.707106781186547,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fairy Tail,0.408248290463863,0.408248290463863,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0
Eikoku Koi Monogatari Emma: Molders-hen,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zan Sayonara Zetsubou Sensei,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Akachan to Boku,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0
Seto no Hanayome OVA,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Saiyuuki Reload: Burial,0.447213595499958,0.447213595499958,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magic Kaito 1412,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Lupin III (2015),0.447213595499958,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0
Les Misérables: Shoujo Cosette,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0
Initial D Third Stage,0.408248290463863,0,0.408248290463863,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0
Hanasaku Iroha: Home Sweet Home,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Hoozuki no Reitetsu OVA,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0
Haikyuu!! Movie 3: Sainou to Sense,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0,0
Devilman: Crybaby,0.447213595499958,0,0,0,0.447213595499958,0.447213595499958,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0
Detective Conan Movie 01: The Timed Skyscraper,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Carnival Phantasm,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0
Sayonara Zetsubou Sensei,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Mobile Suit Gundam Thunderbolt,0.408248290463863,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.408248290463863,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0
Mahou Shoujo Lyrical Nanoha: The Movie 1st,0.447213595499958,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Macross F,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0.377964473009227,0.377964473009227,0,0,0,0,0.377964473009227,0,0,0.377964473009227,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0
Kara no Kyoukai 4: Garan no Dou,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0
Isekai no Seikishi Monogatari,0.377964473009227,0,0,0.377964473009227,0,0,0,0.377964473009227,0.377964473009227,0,0.377964473009227,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coquelicot-zaka kara,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
Xiao Lu He Xiao Lan,0,0,0,0.353553390593274,0,0,0.353553390593274,0,0,0.353553390593274,0,0,0,0,0,0,0.353553390593274,0,0,0,0,0,0,0,0,0,0,0.353553390593274,0.353553390593274,0,0,0,0,0.353553390593274,0.353553390593274,0,0,0,0,0,0,0,0
Kuroko no Basket: Tip Off,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0
Hidamari Sketch x ☆☆☆,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Flanders no Inu (Movie),0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ergo Proxy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Durarara!! Specials,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0
Detective Conan Movie 02: The Fourteenth Target,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
Aoki Hagane no Arpeggio: Ars Nova Cadenza,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0
Terra e... (TV),0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0
Tennis no Ouji-sama,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0,0
Sekaiichi Hatsukoi,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Seitokai Yakuindomo* OVA,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0
Kyoukai no Kanata Movie: I'll Be Here - Kako-hen - Yakusoku no Kizuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junjou Romantica OVA,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Igano Kabamaru,0.408248290463863,0.408248290463863,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0
IDOLiSH7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hokuto no Ken,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0
High☆Speed!: Free! Starting Days,0,0,0,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0.447213595499958,0,0,0,0,0,0
Hidamari Sketch x Honeycomb,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Fairy Tail (2014),0.408248290463863,0.408248290463863,0,0.408248290463863,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0
There She Is!!,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanaka-kun wa Itsumo Kedaruge,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Tentai Senshi Sunred 2nd Season,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0
Sakigake!! Cromartie Koukou,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0
Mobile Suit Zeta Gundam,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.408248290463863,0,0,0,0,0,0.408248290463863,0,0,0.408248290463863,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0
Junjou Romantica 3,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0
Bishoujo Senshi Sailor Moon: Sailor Stars,0,0.377964473009227,0,0.377964473009227,0,0,0.377964473009227,0,0.377964473009227,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0
Yume-iro Pâtissière,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0
Soul Eater,0.447213595499958,0,0,0.447213595499958,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0
Shirokuma Cafe,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
School Rumble,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Non Non Biyori,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0
Lupin III vs. Detective Conan: The Movie,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0
Kekkai Sensen & Beyond,0.377964473009227,0,0,0.377964473009227,0,0,0,0,0.377964473009227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.377964473009227,0,0,0,0,0.377964473009227,0.377964473009227,0,0.377964473009227,0,0
Jormungand: Perfect Order,0.577350269189626,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0
Hanasaku Iroha,0,0,0,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,0.447213595499958,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0
